Sil_l0_0_E -0.14684160 0.00129223
Sil_l0_0_P 255.49847292 36.26820058
Sil_l0_1_E -0.18932306 0.00129059
Sil_l0_1_P 254.16296019 8.97351376
Sil_l0_2_E -0.14415300 0.00131658
Sil_l0_2_P 241.91567919 16.45004082
Sil_l0_3_E -0.16114353 0.00143355
Sil_l0_3_P 243.03221130 21.27611671
Sil_l0_4_E -0.15097474 0.00130627
Sil_l0_4_P 238.57749943 7.99731995
Sil_l0_5_E -0.15781665 0.00125326
Sil_l0_5_P 259.60509347 17.17048022
Sil_l0_6_E -0.23543212 0.00130892
Sil_l0_6_P 255.13433264 15.23517394
Sil_l0_7_E 0.25376705 0.00129032
Sil_l0_7_P 181.91131619 18.89287740
Sil_l0_8_E -0.17039944 0.00135482
Sil_l0_8_P 267.38093902 15.32400212
Sil_l0_9_E 0.00000000 0.00000000
Sil_l0_9_P 251.64661809 5.26512024
Sil_l0_10_E -0.16768945 0.00126132
Sil_l0_10_P 271.43795651 16.57086381
Sil_l0_11_E -0.16468353 0.00126088
Sil_l0_11_P 268.83435885 16.73018025
