Sil_f0_0_E -0.06610248 0.00193085
Sil_f0_0_P 93.68081734 5.82646345
Sil_f0_1_E -0.11179811 0.00195545
Sil_f0_1_P 138.69468445 6.09475579
Sil_f0_2_E -0.10442135 0.00197220
Sil_f0_2_P 95.77869336 6.18582785
Sil_f0_3_E -0.10651043 0.00202703
Sil_f0_3_P 96.85035649 5.80372191
Sil_f0_4_E -0.02128693 0.00198535
Sil_f0_4_P 96.70088311 5.89530376
Sil_f0_5_E -0.08953093 0.00197602
Sil_f0_5_P 102.05364859 6.00639286
Sil_f0_6_E -0.10393215 0.00200885
Sil_f0_6_P 108.24867765 6.04419104
Sil_f0_7_E -0.07376564 0.00193898
Sil_f0_7_P 103.70537028 5.98907503
Sil_f0_8_E -0.03007144 0.00196520
Sil_f0_8_P 105.38604319 5.83514063
Sil_f0_9_E -0.08869757 0.00196575
Sil_f0_9_P 107.05678084 5.91723947
Sil_f0_10_E -0.07582457 0.00202348
Sil_f0_10_P 98.44313217 5.88876753
Sil_f0_11_E -0.09807015 0.00197361
Sil_f0_11_P 98.93407714 6.11350441
