 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> September 16, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/TRIUNF/20Mg(p,p)/actar_triumf/SRIM files/20Mg_mixture_90-10_800mbar.txt

 Ion = Magnesium [12] , Mass = 20.01886 amu

 Target Density =  2.4448E-04 g/cm3 = 6.1773E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    056.25    023.79   
      C      6    012.50    063.00   
      H      1    031.25    013.22   
 ====================================
 Bragg Correction = -0.91%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   3.00 MeV   5.653E-01  4.833E-03   10.95 mm   476.62 um   590.57 um  
   3.25 MeV   5.995E-01  4.534E-03   11.38 mm   482.15 um   597.16 um  
   3.50 MeV   6.313E-01  4.272E-03   11.78 mm   487.02 um   602.97 um  
   3.75 MeV   6.607E-01  4.041E-03   12.16 mm   491.36 um   608.13 um  
   4.00 MeV   6.877E-01  3.836E-03   12.53 mm   495.27 um   612.77 um  
   4.50 MeV   7.350E-01  3.487E-03   13.23 mm   506.97 um   620.81 um  
   5.00 MeV   7.741E-01  3.200E-03   13.89 mm   517.05 um   627.61 um  
   5.50 MeV   8.061E-01  2.960E-03   14.52 mm   526.01 um   633.50 um  
   6.00 MeV   8.321E-01  2.756E-03   15.12 mm   534.15 um   638.70 um  
   6.50 MeV   8.531E-01  2.580E-03   15.72 mm   541.68 um   643.37 um  
   7.00 MeV   8.698E-01  2.427E-03   16.29 mm   548.75 um   647.62 um  
   8.00 MeV   8.934E-01  2.173E-03   17.42 mm   573.12 um   655.14 um  
   9.00 MeV   9.069E-01  1.970E-03   18.53 mm   595.47 um   661.73 um  
  10.00 MeV   9.130E-01  1.804E-03   19.63 mm   616.48 um   667.65 um  
  11.00 MeV   9.138E-01  1.665E-03   20.72 mm   636.57 um   673.08 um  
  12.00 MeV   9.106E-01  1.548E-03   21.81 mm   656.06 um   678.14 um  
  13.00 MeV   9.043E-01  1.447E-03   22.91 mm   675.13 um   682.93 um  
  14.00 MeV   8.958E-01  1.359E-03   24.02 mm   693.94 um   687.49 um  
  15.00 MeV   8.857E-01  1.282E-03   25.14 mm   712.61 um   691.90 um  
  16.00 MeV   8.742E-01  1.213E-03   26.28 mm   731.22 um   696.17 um  
  17.00 MeV   8.619E-01  1.152E-03   27.43 mm   749.83 um   700.35 um  
  18.00 MeV   8.489E-01  1.098E-03   28.60 mm   768.51 um   704.45 um  
  20.00 MeV   8.219E-01  1.003E-03   30.99 mm   840.94 um   712.52 um  
  22.50 MeV   7.875E-01  9.072E-04   34.09 mm   950.11 um   722.50 um  
  25.00 MeV   7.538E-01  8.288E-04   37.33 mm     1.06 mm   732.52 um  
  27.50 MeV   7.214E-01  7.636E-04   40.72 mm     1.16 mm   742.72 um  
  30.00 MeV   6.908E-01  7.084E-04   44.26 mm     1.27 mm   753.19 um  
  32.50 MeV   6.622E-01  6.611E-04   47.95 mm     1.37 mm   764.01 um  
  35.00 MeV   6.355E-01  6.201E-04   51.80 mm     1.48 mm   775.24 um  
  37.50 MeV   6.107E-01  5.841E-04   55.81 mm     1.58 mm   786.95 um  
  40.00 MeV   5.876E-01  5.523E-04   59.98 mm     1.69 mm   799.17 um  
  45.00 MeV   5.506E-01  4.986E-04   68.77 mm     2.10 mm   825.20 um  
  50.00 MeV   5.136E-01  4.549E-04   78.17 mm     2.49 mm   853.59 um  
  55.00 MeV   4.845E-01  4.186E-04   88.18 mm     2.86 mm   884.55 um  
  60.00 MeV   4.592E-01  3.879E-04   98.78 mm     3.24 mm   918.09 um  
  65.00 MeV   4.370E-01  3.617E-04  109.94 mm     3.60 mm   954.26 um  
  70.00 MeV   4.174E-01  3.389E-04  121.64 mm     3.97 mm   993.07 um  
  80.00 MeV   3.845E-01  3.014E-04  146.59 mm     5.31 mm     1.08 mm  
  90.00 MeV   3.577E-01  2.717E-04  173.54 mm     6.54 mm     1.17 mm  
 100.00 MeV   3.355E-01  2.476E-04  202.40 mm     7.72 mm     1.28 mm  
 110.00 MeV   3.166E-01  2.276E-04  233.07 mm     8.86 mm     1.39 mm  
 120.00 MeV   3.003E-01  2.108E-04  265.49 mm     9.98 mm     1.51 mm  
 130.00 MeV   2.858E-01  1.964E-04  299.61 mm    11.09 mm     1.64 mm  
 140.00 MeV   2.730E-01  1.839E-04  335.40 mm    12.19 mm     1.78 mm  
 150.00 MeV   2.613E-01  1.729E-04  372.83 mm    13.30 mm     1.93 mm  
 160.00 MeV   2.507E-01  1.633E-04  411.88 mm    14.40 mm     2.08 mm  
 170.00 MeV   2.409E-01  1.547E-04  452.56 mm    15.51 mm     2.23 mm  
 180.00 MeV   2.318E-01  1.471E-04  494.86 mm    16.63 mm     2.40 mm  
 200.00 MeV   2.155E-01  1.339E-04  584.31 mm    20.91 mm     2.74 mm  
 225.00 MeV   1.978E-01  1.205E-04  705.38 mm    27.04 mm     3.21 mm  
 250.00 MeV   1.824E-01  1.097E-04  836.97 mm    32.84 mm     3.72 mm  
 275.00 MeV   1.690E-01  1.007E-04  979.35 mm    38.54 mm     4.26 mm  
 300.00 MeV   1.571E-01  9.318E-05    1.13 m     44.24 mm     4.85 mm  
 325.00 MeV   1.466E-01  8.673E-05    1.30 m     50.02 mm     5.47 mm  
 350.00 MeV   1.373E-01  8.115E-05    1.47 m     55.89 mm     6.14 mm  
 375.00 MeV   1.291E-01  7.627E-05    1.66 m     61.89 mm     6.85 mm  
 400.00 MeV   1.219E-01  7.197E-05    1.86 m     68.03 mm     7.60 mm  
 450.00 MeV   1.098E-01  6.474E-05    2.29 m     91.50 mm     9.24 mm  
 500.00 MeV   1.006E-01  5.887E-05    2.77 m    113.61 mm    11.04 mm  
 550.00 MeV   9.361E-02  5.402E-05    3.28 m    135.01 mm    12.99 mm  
 600.00 MeV   8.851E-02  4.994E-05    3.83 m    155.80 mm    15.06 mm  
 650.00 MeV   8.293E-02  4.646E-05    4.42 m    176.36 mm    17.26 mm  
 700.00 MeV   7.805E-02  4.344E-05    5.04 m    197.09 mm    19.59 mm  
 800.00 MeV   7.000E-02  3.850E-05    6.39 m    274.83 mm    24.64 mm  
 900.00 MeV   6.360E-02  3.460E-05    7.89 m    347.20 mm    30.20 mm  
   1.00 GeV   5.840E-02  3.144E-05    9.53 m    417.73 mm    36.25 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  4.0904E+01                keV / (ug/cm2) 
  4.0904E+01                MeV / (mg/cm2) 
  4.0904E+04                keV / (mg/cm2) 
  1.6188E+02                 eV / (1E15 atoms/cm2)
  2.8256E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
