 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> October 10, 2025 
 ==================================================================

 Disk File Name = /media/data/S2008/Calibrations/SRIM/20Ne_950mbar_95-5.txt.txt

 Ion = Neon [10] , Mass = 19.992 amu

 Target Density =  1.8790E-04 g/cm3 = 6.1028E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    019.23    010.45   
      C      6    007.69    049.82   
      H      1    073.08    039.73   
 ====================================
 Bragg Correction = -0.91%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  37.50 keV   4.076E-02  5.366E-02  390.45 um    59.45 um    49.18 um  
  40.00 keV   4.211E-02  5.238E-02  415.81 um    62.37 um    51.87 um  
  45.00 keV   4.807E-02  5.002E-02  465.65 um    68.03 um    57.14 um  
  50.00 keV   5.229E-02  4.790E-02  514.15 um    73.20 um    62.22 um  
  55.00 keV   5.532E-02  4.597E-02  561.96 um    78.04 um    67.13 um  
  60.00 keV   5.756E-02  4.422E-02  609.48 um    82.65 um    71.90 um  
  65.00 keV   5.926E-02  4.262E-02  656.94 um    87.07 um    76.55 um  
  70.00 keV   6.060E-02  4.115E-02  704.47 um    91.35 um    81.10 um  
  80.00 keV   6.265E-02  3.855E-02  800.05 um   100.01 um    89.97 um  
  90.00 keV   6.430E-02  3.630E-02  896.37 um   108.23 um    98.59 um  
 100.00 keV   6.582E-02  3.434E-02  993.35 um   116.09 um   106.99 um  
 110.00 keV   6.734E-02  3.261E-02    1.09 mm   123.62 um   115.21 um  
 120.00 keV   6.893E-02  3.108E-02    1.19 mm   130.83 um   123.25 um  
 130.00 keV   7.061E-02  2.970E-02    1.29 mm   137.73 um   131.12 um  
 140.00 keV   7.237E-02  2.846E-02    1.38 mm   144.34 um   138.81 um  
 150.00 keV   7.423E-02  2.734E-02    1.48 mm   150.66 um   146.33 um  
 160.00 keV   7.615E-02  2.631E-02    1.58 mm   156.69 um   153.66 um  
 170.00 keV   7.815E-02  2.537E-02    1.67 mm   162.45 um   160.81 um  
 180.00 keV   8.019E-02  2.451E-02    1.77 mm   167.96 um   167.78 um  
 200.00 keV   8.439E-02  2.296E-02    1.95 mm   179.14 um   181.15 um  
 225.00 keV   8.975E-02  2.132E-02    2.18 mm   192.17 um   196.85 um  
 250.00 keV   9.514E-02  1.993E-02    2.39 mm   203.73 um   211.46 um  
 275.00 keV   1.005E-01  1.873E-02    2.60 mm   214.05 um   225.06 um  
 300.00 keV   1.057E-01  1.768E-02    2.81 mm   223.31 um   237.71 um  
 325.00 keV   1.109E-01  1.676E-02    3.00 mm   231.67 um   249.52 um  
 350.00 keV   1.159E-01  1.594E-02    3.19 mm   239.26 um   260.55 um  
 375.00 keV   1.207E-01  1.521E-02    3.38 mm   246.20 um   270.87 um  
 400.00 keV   1.254E-01  1.455E-02    3.56 mm   252.56 um   280.56 um  
 450.00 keV   1.344E-01  1.341E-02    3.90 mm   266.04 um   298.28 um  
 500.00 keV   1.427E-01  1.245E-02    4.23 mm   277.62 um   314.11 um  
 550.00 keV   1.505E-01  1.163E-02    4.54 mm   287.73 um   328.37 um  
 600.00 keV   1.578E-01  1.093E-02    4.84 mm   296.68 um   341.33 um  
 650.00 keV   1.646E-01  1.031E-02    5.13 mm   304.69 um   353.17 um  
 700.00 keV   1.711E-01  9.772E-03    5.41 mm   311.92 um   364.08 um  
 800.00 keV   1.831E-01  8.857E-03    5.94 mm   328.85 um   383.53 um  
 900.00 keV   1.944E-01  8.114E-03    6.45 mm   343.11 um   400.46 um  
   1.00 MeV   2.051E-01  7.497E-03    6.93 mm   355.38 um   415.39 um  
   1.10 MeV   2.156E-01  6.975E-03    7.38 mm   366.08 um   428.69 um  
   1.20 MeV   2.260E-01  6.528E-03    7.82 mm   375.52 um   440.63 um  
   1.30 MeV   2.363E-01  6.140E-03    8.24 mm   383.91 um   451.43 um  
   1.40 MeV   2.467E-01  5.799E-03    8.64 mm   391.42 um   461.23 um  
   1.50 MeV   2.572E-01  5.498E-03    9.03 mm   398.18 um   470.17 um  
   1.60 MeV   2.678E-01  5.229E-03    9.40 mm   404.29 um   478.36 um  
   1.70 MeV   2.785E-01  4.988E-03    9.76 mm   409.84 um   485.89 um  
   1.80 MeV   2.893E-01  4.770E-03   10.11 mm   414.89 um   492.83 um  
   2.00 MeV   3.109E-01  4.390E-03   10.76 mm   428.77 um   505.18 um  
   2.25 MeV   3.379E-01  4.000E-03   11.52 mm   445.68 um   518.29 um  
   2.50 MeV   3.643E-01  3.678E-03   12.22 mm   459.60 um   529.38 um  
   2.75 MeV   3.899E-01  3.408E-03   12.88 mm   471.30 um   538.88 um  
   3.00 MeV   4.142E-01  3.178E-03   13.50 mm   481.33 um   547.14 um  
   3.25 MeV   4.371E-01  2.979E-03   14.08 mm   490.07 um   554.40 um  
   3.50 MeV   4.584E-01  2.806E-03   14.63 mm   497.81 um   560.85 um  
   3.75 MeV   4.781E-01  2.653E-03   15.16 mm   504.75 um   566.63 um  
   4.00 MeV   4.963E-01  2.517E-03   15.67 mm   511.05 um   571.87 um  
   4.50 MeV   5.282E-01  2.286E-03   16.64 mm   531.12 um   581.04 um  
   5.00 MeV   5.546E-01  2.096E-03   17.56 mm   548.40 um   588.88 um  
   5.50 MeV   5.764E-01  1.938E-03   18.44 mm   563.71 um   595.73 um  
   6.00 MeV   5.943E-01  1.803E-03   19.29 mm   577.59 um   601.83 um  
   6.50 MeV   6.089E-01  1.688E-03   20.12 mm   590.39 um   607.34 um  
   7.00 MeV   6.207E-01  1.587E-03   20.93 mm   602.35 um   612.38 um  
   8.00 MeV   6.375E-01  1.419E-03   22.52 mm   644.26 um   621.37 um  
   9.00 MeV   6.475E-01  1.286E-03   24.07 mm   681.94 um   629.30 um  
  10.00 MeV   6.523E-01  1.177E-03   25.60 mm   716.81 um   636.47 um  
  11.00 MeV   6.532E-01  1.086E-03   27.13 mm   749.72 um   643.08 um  
  12.00 MeV   6.512E-01  1.009E-03   28.66 mm   781.26 um   649.27 um  
  13.00 MeV   6.468E-01  9.426E-04   30.20 mm   811.83 um   655.15 um  
  14.00 MeV   6.408E-01  8.851E-04   31.75 mm   841.73 um   660.78 um  
  15.00 MeV   6.334E-01  8.346E-04   33.32 mm   871.19 um   666.22 um  
  16.00 MeV   6.250E-01  7.899E-04   34.91 mm   900.36 um   671.53 um  
  17.00 MeV   6.158E-01  7.500E-04   36.52 mm   929.40 um   676.73 um  
  18.00 MeV   6.062E-01  7.142E-04   38.15 mm   958.40 um   681.86 um  
  20.00 MeV   5.859E-01  6.525E-04   41.50 mm     1.07 mm   691.98 um  
  22.50 MeV   5.600E-01  5.897E-04   45.87 mm     1.24 mm   704.59 um  
  25.00 MeV   5.344E-01  5.385E-04   50.43 mm     1.40 mm   717.35 um  
  27.50 MeV   5.099E-01  4.960E-04   55.22 mm     1.55 mm   730.42 um  
  30.00 MeV   4.868E-01  4.600E-04   60.23 mm     1.71 mm   743.91 um  
  32.50 MeV   4.651E-01  4.291E-04   65.48 mm     1.86 mm   757.95 um  
  35.00 MeV   4.449E-01  4.024E-04   70.97 mm     2.02 mm   772.60 um  
  37.50 MeV   4.262E-01  3.790E-04   76.71 mm     2.18 mm   787.93 um  
  40.00 MeV   4.089E-01  3.582E-04   82.70 mm     2.34 mm   804.02 um  
  45.00 MeV   3.817E-01  3.233E-04   95.35 mm     2.95 mm   838.45 um  
  50.00 MeV   3.546E-01  2.948E-04  108.93 mm     3.52 mm   876.18 um  
  55.00 MeV   3.329E-01  2.712E-04  123.47 mm     4.08 mm   917.48 um  
  60.00 MeV   3.142E-01  2.513E-04  138.92 mm     4.63 mm   962.37 um  
  65.00 MeV   2.979E-01  2.342E-04  155.26 mm     5.18 mm     1.01 mm  
  70.00 MeV   2.836E-01  2.194E-04  172.45 mm     5.72 mm     1.06 mm  
  80.00 MeV   2.598E-01  1.951E-04  209.28 mm     7.74 mm     1.18 mm  
  90.00 MeV   2.407E-01  1.758E-04  249.26 mm     9.59 mm     1.31 mm  
 100.00 MeV   2.249E-01  1.602E-04  292.22 mm    11.36 mm     1.45 mm  
 110.00 MeV   2.116E-01  1.472E-04  338.03 mm    13.08 mm     1.60 mm  
 120.00 MeV   2.001E-01  1.363E-04  386.61 mm    14.78 mm     1.76 mm  
 130.00 MeV   1.900E-01  1.269E-04  437.88 mm    16.47 mm     1.93 mm  
 140.00 MeV   1.809E-01  1.188E-04  491.79 mm    18.15 mm     2.12 mm  
 150.00 MeV   1.727E-01  1.117E-04  548.33 mm    19.84 mm     2.31 mm  
 160.00 MeV   1.652E-01  1.055E-04  607.50 mm    21.54 mm     2.51 mm  
 170.00 MeV   1.583E-01  9.995E-05  669.31 mm    23.25 mm     2.72 mm  
 180.00 MeV   1.519E-01  9.498E-05  733.78 mm    24.98 mm     2.93 mm  
 200.00 MeV   1.402E-01  8.645E-05  870.83 mm    31.63 mm     3.40 mm  
 225.00 MeV   1.274E-01  7.780E-05    1.06 m     41.25 mm     4.02 mm  
 250.00 MeV   1.163E-01  7.079E-05    1.26 m     50.46 mm     4.71 mm  
 275.00 MeV   1.066E-01  6.499E-05    1.49 m     59.63 mm     5.46 mm  
 300.00 MeV   9.808E-02  6.011E-05    1.73 m     68.95 mm     6.27 mm  
 325.00 MeV   9.058E-02  5.594E-05    2.00 m     78.51 mm     7.15 mm  
 350.00 MeV   8.401E-02  5.233E-05    2.28 m     88.37 mm     8.11 mm  
 375.00 MeV   7.828E-02  4.918E-05    2.59 m     98.56 mm     9.13 mm  
 400.00 MeV   7.330E-02  4.640E-05    2.92 m    109.07 mm    10.24 mm  
 450.00 MeV   6.532E-02  4.172E-05    3.64 m    149.53 mm    12.66 mm  
 500.00 MeV   5.959E-02  3.794E-05    4.45 m    187.69 mm    15.37 mm  
 550.00 MeV   5.573E-02  3.481E-05    5.31 m    224.29 mm    18.31 mm  
 600.00 MeV   5.345E-02  3.217E-05    6.23 m    259.05 mm    21.42 mm  
 650.00 MeV   5.002E-02  2.992E-05    7.20 m    292.99 mm    24.69 mm  
 700.00 MeV   4.705E-02  2.798E-05    8.23 m    327.30 mm    28.17 mm  
 800.00 MeV   4.214E-02  2.479E-05   10.47 m    456.27 mm    35.70 mm  
 900.00 MeV   3.826E-02  2.227E-05   12.96 m    576.59 mm    44.00 mm  
   1.00 GeV   3.510E-02  2.024E-05   15.69 m    693.99 mm    53.05 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  5.3222E+01                keV / (ug/cm2) 
  5.3222E+01                MeV / (mg/cm2) 
  5.3222E+04                keV / (mg/cm2) 
  1.6386E+02                 eV / (1E15 atoms/cm2)
  3.7074E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
