 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> October 10, 2025 
 ==================================================================

 Disk File Name = /media/data/S2008/Calibrations/SRIM/20Na_800mbar_95-5.txt.txt

 Ion = Sodium [11] , Mass = 20.00735 amu

 Target Density =  1.5820E-04 g/cm3 = 5.1382E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    019.23    010.45   
      C      6    007.69    049.82   
      H      1    073.08    039.73   
 ====================================
 Bragg Correction = -0.91%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 400.00 MeV   7.578E-02  4.679E-05    2.95 m    108.40 mm    10.54 mm  
 450.00 MeV   6.815E-02  4.208E-05    3.64 m    146.46 mm    12.87 mm  
 500.00 MeV   6.249E-02  3.827E-05    4.41 m    182.24 mm    15.44 mm  
 550.00 MeV   5.846E-02  3.511E-05    5.24 m    216.61 mm    18.21 mm  
 600.00 MeV   5.581E-02  3.246E-05    6.11 m    249.52 mm    21.14 mm  
 650.00 MeV   5.226E-02  3.019E-05    7.04 m    281.84 mm    24.23 mm  
 700.00 MeV   4.917E-02  2.823E-05    8.02 m    314.53 mm    27.50 mm  
 800.00 MeV   4.406E-02  2.501E-05   10.17 m    437.52 mm    34.59 mm  
 900.00 MeV   4.002E-02  2.248E-05   12.55 m    552.31 mm    42.39 mm  
   1.00 GeV   3.673E-02  2.043E-05   15.16 m    664.33 mm    50.88 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  6.3213E+01                keV / (ug/cm2) 
  6.3213E+01                MeV / (mg/cm2) 
  6.3213E+04                keV / (mg/cm2) 
  1.9462E+02                 eV / (1E15 atoms/cm2)
  4.1051E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
