 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> September 16, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/TRIUNF/20Mg(p,p)/actar_triumf/SRIM files/17Ne_mixture_90-10_800mbar.txt

 Ion = Neon [10] , Mass = 17.01767 amu

 Target Density =  2.4448E-04 g/cm3 = 6.1773E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    056.25    023.79   
      C      6    012.50    063.00   
      H      1    031.25    013.22   
 ====================================
 Bragg Correction = -0.91%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   3.00 MeV   5.144E-01  3.053E-03   10.87 mm   419.02 um   501.54 um  
   3.25 MeV   5.381E-01  2.860E-03   11.34 mm   425.87 um   507.81 um  
   3.50 MeV   5.596E-01  2.693E-03   11.79 mm   432.03 um   513.42 um  
   3.75 MeV   5.789E-01  2.545E-03   12.23 mm   437.65 um   518.51 um  
   4.00 MeV   5.962E-01  2.414E-03   12.65 mm   442.83 um   523.16 um  
   4.50 MeV   6.255E-01  2.191E-03   13.46 mm   459.44 um   531.40 um  
   5.00 MeV   6.486E-01  2.009E-03   14.25 mm   474.12 um   538.58 um  
   5.50 MeV   6.667E-01  1.856E-03   15.00 mm   487.42 um   544.95 um  
   6.00 MeV   6.807E-01  1.727E-03   15.74 mm   499.72 um   550.71 um  
   6.50 MeV   6.914E-01  1.615E-03   16.47 mm   511.25 um   555.98 um  
   7.00 MeV   6.994E-01  1.518E-03   17.19 mm   522.19 um   560.86 um  
   8.00 MeV   7.088E-01  1.357E-03   18.60 mm   560.97 um   569.74 um  
   9.00 MeV   7.116E-01  1.229E-03   20.01 mm   596.54 um   577.74 um  
  10.00 MeV   7.098E-01  1.124E-03   21.41 mm   630.00 um   585.13 um  
  11.00 MeV   7.046E-01  1.037E-03   22.82 mm   662.03 um   592.06 um  
  12.00 MeV   6.970E-01  9.633E-04   24.25 mm   693.08 um   598.68 um  
  13.00 MeV   6.876E-01  8.998E-04   25.69 mm   723.48 um   605.05 um  
  14.00 MeV   6.769E-01  8.447E-04   27.15 mm   753.48 um   611.25 um  
  15.00 MeV   6.653E-01  7.963E-04   28.64 mm   783.25 um   617.33 um  
  16.00 MeV   6.532E-01  7.535E-04   30.16 mm   812.92 um   623.34 um  
  17.00 MeV   6.408E-01  7.154E-04   31.70 mm   842.61 um   629.29 um  
  18.00 MeV   6.281E-01  6.811E-04   33.27 mm   872.40 um   635.23 um  
  20.00 MeV   6.029E-01  6.221E-04   36.52 mm   987.43 um   647.15 um  
  22.50 MeV   5.724E-01  5.620E-04   40.77 mm     1.16 mm   662.30 um  
  25.00 MeV   5.435E-01  5.131E-04   45.25 mm     1.32 mm   677.92 um  
  27.50 MeV   5.167E-01  4.724E-04   49.97 mm     1.48 mm   694.17 um  
  30.00 MeV   4.920E-01  4.380E-04   54.92 mm     1.64 mm   711.18 um  
  32.50 MeV   4.693E-01  4.086E-04   60.12 mm     1.80 mm   729.04 um  
  35.00 MeV   4.499E-01  3.830E-04   65.56 mm     1.96 mm   747.81 um  
  37.50 MeV   4.327E-01  3.607E-04   71.22 mm     2.12 mm   767.50 um  
  40.00 MeV   4.143E-01  3.409E-04   77.12 mm     2.28 mm   788.19 um  
  45.00 MeV   3.840E-01  3.075E-04   89.65 mm     2.89 mm   832.82 um  
  50.00 MeV   3.593E-01  2.804E-04  103.11 mm     3.46 mm   881.79 um  
  55.00 MeV   3.383E-01  2.579E-04  117.44 mm     4.02 mm   935.09 um  
  60.00 MeV   3.200E-01  2.389E-04  132.63 mm     4.56 mm   992.67 um  
  65.00 MeV   3.042E-01  2.226E-04  148.65 mm     5.09 mm     1.05 mm  
  70.00 MeV   2.902E-01  2.085E-04  165.47 mm     5.62 mm     1.12 mm  
  80.00 MeV   2.666E-01  1.853E-04  201.41 mm     7.59 mm     1.26 mm  
  90.00 MeV   2.474E-01  1.670E-04  240.33 mm     9.38 mm     1.42 mm  
 100.00 MeV   2.313E-01  1.521E-04  282.12 mm    11.09 mm     1.59 mm  
 110.00 MeV   2.174E-01  1.398E-04  326.71 mm    12.76 mm     1.78 mm  
 120.00 MeV   2.052E-01  1.294E-04  374.03 mm    14.42 mm     1.97 mm  
 130.00 MeV   1.944E-01  1.205E-04  424.09 mm    16.07 mm     2.18 mm  
